mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.6113110065460206,0.04220679446441329,0.10742168426513672,0.006900880462327805,5,2,100,"{'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 100}",0.2446043165467626,0.2773722627737226,0.22857142857142856,0.25,0.25925925925925924,0.2519614534302346,0.016149521522236702,15,0.47339449541284406,0.48412698412698413,0.5354691075514875,0.5198019801980198,0.4594594594594595,0.49445040534975904,0.02863399008490865
1.2087364196777344,0.031206929437762324,0.1831918716430664,0.009435273491835906,5,2,200,"{'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 200}",0.2589928057553957,0.2647058823529412,0.22018348623853212,0.2708333333333333,0.23636363636363636,0.25021582880876775,0.019004753640329438,16,0.4803001876172608,0.464,0.5253456221198156,0.5221674876847291,0.4713656387665198,0.49263578723766505,0.025948599862084948
0.3193075180053711,0.014952065522757657,0.0720517635345459,0.009122414939268905,5,5,50,"{'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 50}",0.22377622377622378,0.2733812949640288,0.21359223300970873,0.29411764705882354,0.22857142857142856,0.2466877654760427,0.03133877106274842,17,0.45989304812834225,0.4857685009487666,0.5412844036697247,0.5208845208845209,0.45614035087719296,0.49279416490170946,0.033513331307043974
0.6347051143646241,0.02526292010992755,0.10989646911621094,0.016534299201636907,5,5,100,"{'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 100}",0.2585034013605442,0.26666666666666666,0.24299065420560748,0.297029702970297,0.23636363636363636,0.26031081231335035,0.0212856555587723,14,0.4701627486437613,0.46875,0.5258215962441315,0.5095238095238095,0.4638949671772429,0.4876306243177891,0.0251509362459139
1.1598783016204834,0.06869584330035115,0.1570143699645996,0.012956898217853364,5,5,200,"{'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 200}",0.2814814814814815,0.291970802919708,0.2545454545454545,0.2916666666666667,0.22018348623853212,0.26796957837036856,0.02750963467941169,13,0.47368421052631576,0.45875251509054327,0.5152224824355972,0.5072463768115942,0.45951859956236324,0.48288483688528283,0.02388392545019438
0.322162389755249,0.025892085177986714,0.0855715274810791,0.011637168122001927,5,10,50,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 50}",0.24285714285714285,0.2916666666666667,0.24074074074074073,0.30927835051546393,0.26548672566371684,0.2700059252887462,0.02692746434266513,12,0.4635036496350365,0.4472271914132379,0.5260869565217391,0.4891041162227603,0.45652173913043476,0.47648873058464175,0.028434706682452626
0.5743236541748047,0.04993536989240117,0.11075940132141113,0.02101574299675887,5,10,100,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 100}",0.2517482517482518,0.2589928057553957,0.2616822429906542,0.3333333333333333,0.25,0.271151326765527,0.03139411749215506,11,0.4714548802946593,0.448210922787194,0.5190156599552572,0.4963855421686747,0.44880174291938996,0.47677374962503505,0.02755198723208201
1.2361802577972412,0.037238743824193156,0.1729579448699951,0.022547641227797253,5,10,200,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 200}",0.2537313432835821,0.2978723404255319,0.2545454545454545,0.32323232323232326,0.25,0.27587629229737837,0.02946661062371919,10,0.4696969696969697,0.4549019607843137,0.5136363636363637,0.5107398568019093,0.45161290322580644,0.48011761082907256,0.02690043071219759
0.3590231895446777,0.021147001197329946,0.08887429237365722,0.020221623840225862,10,2,50,"{'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 50}",0.17073170731707318,0.16216216216216217,0.11267605633802817,0.14705882352941177,0.03278688524590164,0.1250831269185154,0.050227702746225754,30,0.9067357512953368,0.9194805194805195,0.9468085106382979,0.9239130434782609,0.9308510638297872,0.9255577777444405,0.013217559718578143
0.7155882358551026,0.03964875898425301,0.10030245780944824,0.0122406149478473,10,2,100,"{'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 100}",0.10810810810810811,0.14084507042253522,0.11428571428571428,0.12307692307692308,0.06779661016949153,0.11082248521255444,0.02417484060738277,39,0.9295039164490861,0.9506493506493506,0.9664082687338501,0.9411764705882353,0.9399477806788512,0.9455371574198747,0.012402091316547806
